has_url,lang,C(X),GT
yes,en,0.653221319702924,True
yes,es,0.4985809704944977,False
yes,es,0.5079642146593842,False
yes,es,0.04234220465995142,False
no,en,0.6038846957091346,False
no,en,0.5441443989211125,True
yes,en,0.24773830092727242,False
yes,es,0.32029649982007746,False
no,es,0.871696124487935,False
no,es,0.8140366845123842,False
yes,es,0.4407660111560979,False
no,en,0.6275722396915313,True
no,es,0.3013787695382979,False
no,es,0.14951160754159196,False
yes,es,0.23510111381856127,False
no,es,0.8408734416174198,True
no,es,0.14969133053385908,False
no,es,0.5468593631190525,False
yes,en,0.42229742467176407,False
no,es,0.6901063304653012,False
no,es,0.5225829258019705,True
yes,es,0.3522336908061925,False
yes,es,0.6277709452031431,True
no,es,0.7108154704062222,False
yes,es,0.5177730434110106,False
no,es,0.3091762610148357,False
no,es,0.7576138368897453,True
no,en,0.5125042961414709,False
yes,en,0.3973976607606195,False
no,en,0.39204865255114707,False
no,en,0.35960498654921536,False
yes,en,0.3723037403046298,False
no,en,0.8016239332809804,True
no,es,0.7742860118536465,False
yes,en,0.6440482108347779,False
yes,es,0.5653087702280097,True
no,es,0.606521086058306,True
yes,es,0.07137003017520857,False
yes,en,0.4015747272235336,True
no,en,0.27089991218598003,False
yes,es,0.8461872058875639,False
yes,es,0.5974529989494347,False
no,en,0.32811245575255743,False
no,es,0.18918958504797198,False
no,es,0.3922124119589949,False
yes,en,0.623194037302504,True
yes,es,0.25295662557343435,True
yes,es,0.28970160764002106,False
yes,es,0.7485934819184963,True
no,es,0.3564330836894115,False
no,en,0.6376274972491981,False
yes,es,0.07153174095497583,False
no,en,0.5436300487434491,False
yes,en,0.12214922972285107,False
yes,en,0.5099985429411387,False
no,en,0.10660987472362358,False
yes,en,0.4539202868588659,False
no,en,0.29922283301297675,False
no,en,0.7068662883448547,False
yes,es,0.12843612809494367,False
no,es,0.16963904740080568,False
no,es,0.5855370816935421,False
no,en,0.14456600756731153,False
no,es,0.5316578363123267,False
no,es,0.6228923995840357,False
no,en,0.45621056346227407,True
no,es,0.5026414340793495,False
yes,en,0.2723930724896618,False
yes,en,0.7850573592941547,False
yes,es,0.5519348789254902,False
no,en,0.6477764599266654,True
no,en,0.3528087283804224,True
yes,en,0.509688074073436,False
yes,es,0.21255949229998194,False
yes,en,0.5329616237703937,False
yes,es,0.11863921256202567,False
yes,en,0.32158667991134304,False
no,es,0.45214898450445923,True
yes,es,0.49496897665622536,False
